Trip_ID,Driver_ID,Vehicle_ID,Trip_Date,Start_Time,End_Time,Duration_Min,Distance_KM,Avg_Speed_kmph,Max_Speed_kmph,Start_Latitude,Start_Longitude,End_Latitude,End_Longitude,minutes,moving_minutes,overspeed_minutes,severe_overspeed_minutes,harsh_horiz_minutes,yaw_minutes,z_bump_minutes,mean_horiz_g,p95_speed,cruise_vib,cruise_minutes,cruise_vib_mean,cruise_gyro_mean,overspeed_per_100km,harsh_horiz_per_100km,yaw_per_100km,z_bump_per_100km,severe_overspeed_per_100km,overspeed_share
T00021,D02,V02,2026-08-01,16:19:00,17:04:00,45,23.92,18.8,36.3,12.923982,77.628617,12.774728,77.67524,45,40,0,0,2,2,12,0.13367618468792378,33.17999999999999,,29,0.08819725463624828,3.627257917490842,0.0,8.361204013377927,8.361204013377927,50.16722408026756,0.0,0.0
T00022,D02,V02,2026-08-02,17:16:00,17:57:00,41,11.6,22.3,36.9,12.918688,77.642154,12.895615,77.731756,41,37,0,0,1,2,16,0.136145486649597,33.7,,33,0.09279533377228416,3.6016107507613864,0.0,8.620689655172415,17.24137931034483,137.93103448275863,0.0,0.0
T00023,D02,V02,2026-08-03,12:35:00,12:56:00,21,15.2,26.8,50.7,12.911893,77.64747,12.819021,77.665485,21,20,4,0,1,0,3,0.13474390860452598,46.8,,11,0.0544534157230286,2.6467149449836866,26.31578947368421,6.578947368421052,0.0,19.736842105263158,0.0,0.2
T00024,D02,V02,2026-08-04,06:16:00,06:51:00,35,16.23,27.5,50.5,12.916949,77.638204,13.007097,77.692563,35,32,3,0,1,1,8,0.12583003056809777,45.65,,23,0.07791243966528529,2.9205650138286594,18.484288354898336,6.161429451632778,6.161429451632778,49.29143561306223,0.0,0.09375
T00025,D02,V02,2026-08-05,11:15:00,11:32:00,17,7.73,19.6,31.9,12.917555,77.641103,12.919545,77.68289,17,16,0,0,2,1,5,0.1933167341537422,30.299999999999997,,12,0.08604132842009722,3.255587091642143,0.0,25.873221216041397,12.936610608020699,64.68305304010349,0.0,0.0
T00026,D02,V02,2026-08-02,15:03:00,15:16:00,13,11.49,28.1,41.9,12.923164,77.651588,12.959218,77.656964,13,13,0,0,1,0,4,0.11531144335095808,38.17999999999999,,10,0.06532366847277335,3.8107889219375375,0.0,8.703220191470844,0.0,34.81288076588338,0.0,0.0
T00027,D02,V02,2026-08-02,14:14:00,14:33:00,19,11.53,21.3,34.3,12.909107,77.644399,12.949772,77.673275,19,18,0,0,0,0,5,0.10130035859193756,34.21,,14,0.1410437276477598,3.1035545049947766,0.0,0.0,0.0,43.36513443191674,0.0,0.0
T00028,D02,V02,2026-08-06,20:34:00,20:52:00,18,9.1,29.3,50.9,12.914477,77.638661,12.919607,77.564016,18,17,2,0,1,1,7,0.1507984281264368,46.73499999999999,,12,0.0898220099422663,3.07368850252676,21.978021978021978,10.989010989010989,10.989010989010989,76.92307692307693,0.0,0.11764705882352941
T00029,D02,V02,2026-08-06,10:28:00,11:12:00,44,14.25,17.7,36.3,12.917178,77.644843,12.844217,77.581758,44,41,0,0,1,3,11,0.11523163564087455,30.695,,24,0.08021023032679615,2.9855769987551053,0.0,7.017543859649122,21.052631578947366,77.19298245614034,0.0,0.0
T00030,D02,V02,2026-08-04,12:22:00,12:44:00,22,10.41,22.1,35.1,12.906694,77.632706,12.943706,77.581729,22,22,0,0,1,2,5,0.1430949442560123,34.03,,18,0.12322981340125312,3.4390439524653402,0.0,9.606147934678194,19.21229586935639,48.03073967339097,0.0,0.0
T00031,D03,V03,2026-08-02,19:58:00,20:16:00,18,9.23,14.3,32.4,12.924827,77.608182,12.97527,77.624701,18,15,0,0,1,1,0,0.17996073223270956,29.339999999999996,,9,0.04636313791966626,3.5211503802024704,0.0,10.834236186348862,10.834236186348862,0.0,0.0,0.0
T00032,D03,V03,2026-07-31,21:35:00,22:13:00,38,16.21,13.3,35.6,12.924166,77.618245,13.026969,77.648359,38,28,0,0,5,2,0,0.17692617763424837,34.165,,15,0.06451154370596783,3.4901432635351806,0.0,30.84515731030228,12.338062924120912,0.0,0.0,0.0
T00033,D03,V03,2026-08-03,11:49:00,12:03:00,14,8.27,23.6,46.6,12.912888,77.624811,12.956101,77.630261,14,12,3,0,2,2,0,0.2478781698314933,45.56,,7,0.05175474755169783,3.971876130999052,36.27569528415962,24.18379685610641,24.18379685610641,0.0,0.0,0.25
T00034,D03,V03,2026-08-06,10:48:00,11:10:00,22,6.26,29.8,58.8,12.916392,77.613761,12.904704,77.572184,22,22,4,1,2,3,0,0.1439067821727645,50.66499999999999,,13,0.049433953232134585,3.3100151057057126,63.897763578274756,31.948881789137378,47.92332268370607,0.0,15.974440894568689,0.18181818181818182
T00035,D03,V03,2026-08-03,09:45:00,10:17:00,32,13.38,30.5,54.7,12.89927,77.622373,12.817121,77.598363,32,30,5,1,4,2,0,0.17127591631712938,47.315,,18,0.055226956905568406,3.2008963304869953,37.369207772795214,29.89536621823617,14.947683109118085,0.0,7.473841554559042,0.16666666666666666
T00036,D03,V03,2026-08-06,08:16:00,08:47:00,31,19.96,19.9,51.2,12.892579,77.61184,12.791769,77.543846,31,26,2,0,5,2,0,0.15804516743916516,44.849999999999994,,14,0.03706267796767797,3.0833225310267407,10.020040080160319,25.0501002004008,10.020040080160319,0.0,0.0,0.07692307692307693
T00037,D03,V03,2026-08-05,20:06:00,20:49:00,43,18.13,25.4,68.8,12.890759,77.611141,12.834184,77.513294,43,41,5,2,5,1,0,0.14528656286355415,47.73,,22,0.04325893325090205,3.5812675950622768,27.578599007170435,27.578599007170435,5.515719801434087,0.0,11.031439602868174,0.12195121951219512
T00038,D03,V03,2026-07-31,20:43:00,21:27:00,44,19.77,22.0,52.3,12.908639,77.6139,12.823519,77.50485,44,38,5,1,2,3,0,0.102364471372888,49.97,,19,0.036395838018106176,3.341975463704065,25.290844714213456,10.116337885685383,15.174506828528072,0.0,5.058168942842691,0.13157894736842105
T00039,D03,V03,2026-07-31,12:19:00,12:44:00,25,11.92,22.4,52.3,12.898327,77.618005,12.900388,77.549018,25,21,1,1,1,2,0,0.1206376267850785,41.05999999999999,,16,0.03968774281520791,3.94468277041711,8.389261744966444,8.389261744966444,16.778523489932887,0.0,8.389261744966444,0.047619047619047616
T00040,D03,V03,2026-08-06,17:50:00,18:21:00,31,13.65,21.8,49.9,12.905694,77.607486,12.804134,77.580432,31,26,3,0,5,3,0,0.1889433728723852,48.4,,14,0.06956151759583663,3.4166355591207367,21.978021978021978,36.63003663003663,21.978021978021978,0.0,0.0,0.11538461538461539
T00041,D03,V03,2026-08-03,21:29:00,22:04:00,35,12.38,27.4,60.1,12.910528,77.606494,12.946965,77.661748,35,32,3,1,4,0,1,0.14083456491213275,44.83999999999998,,20,0.04602253823468926,2.63602085996781,24.232633279483036,32.31017770597738,0.0,8.077544426494345,8.077544426494345,0.09375
T00042,D03,V03,2026-08-04,16:40:00,17:20:00,40,7.88,21.5,53.4,12.903092,77.624516,12.934963,77.594091,40,35,2,1,4,1,0,0.13486553423515915,41.24499999999997,,18,0.054508502967611804,2.658070345155056,25.380710659898476,50.76142131979695,12.690355329949238,0.0,12.690355329949238,0.05714285714285714
T00043,D03,V03,2026-08-01,14:56:00,15:35:00,39,20.88,16.4,47.1,12.909805,77.632485,13.037055,77.670478,39,31,1,0,2,1,0,0.14059545415722216,37.49,,17,0.03477372949042204,3.479152195578687,4.789272030651341,9.578544061302683,4.789272030651341,0.0,0.0,0.03225806451612903
T00044,D03,V03,2026-08-06,10:03:00,10:30:00,27,9.3,32.4,59.1,12.913492,77.624873,12.938671,77.679631,27,27,5,2,5,3,1,0.20777182941131736,54.17999999999999,,14,0.05063623513233131,2.9389561828604114,53.76344086021505,53.76344086021505,32.25806451612903,10.75268817204301,21.50537634408602,0.18518518518518517
T00045,D03,V03,2026-08-05,10:59:00,11:42:00,43,13.14,22.1,55.4,12.916333,77.614986,12.941544,77.519671,43,35,3,1,2,5,0,0.14295497620229092,49.58999999999998,,23,0.0383954022174019,3.4296501279285034,22.831050228310502,15.220700152207002,38.051750380517504,0.0,7.610350076103501,0.08571428571428572
T00046,D04,V04,2026-08-05,14:05:00,14:50:00,45,18.81,28.0,48.1,12.901007,77.648588,12.831105,77.595136,45,43,3,0,2,1,0,0.09139863845739288,42.58,,35,0.03009751480788787,3.15539221016976,15.94896331738437,10.63264221158958,5.31632110579479,0.0,0.0,0.06976744186046512
T00047,D04,V04,2026-08-05,09:56:00,10:29:00,33,15.2,32.4,50.7,12.916277,77.634406,12.869649,77.531312,33,31,3,0,1,1,0,0.07482413835119356,46.16,,17,0.03148919252844322,2.1493254755853055,19.736842105263158,6.578947368421052,6.578947368421052,0.0,0.0,0.0967741935483871
T00048,D04,V04,2026-08-05,18:43:00,19:15:00,32,16.54,23.9,42.9,12.91798,77.649215,12.814652,77.669822,32,31,1,0,2,1,0,0.09928522420176178,34.56,,27,0.03694689792666227,3.271421709287875,6.045949214026603,12.091898428053206,6.045949214026603,0.0,0.0,0.03225806451612903
T00049,D04,V04,2026-08-02,19:44:00,20:16:00,32,10.78,29.8,51.6,12.916233,77.638744,12.90239,77.718135,32,31,4,0,2,3,0,0.12609274416571903,45.29,,19,0.04700820803179977,3.1458862026462433,37.10575139146568,18.55287569573284,27.82931354359926,0.0,0.0,0.12903225806451613
T00050,D04,V04,2026-07-31,19:02:00,19:40:00,38,10.83,22.3,37.6,12.919474,77.648825,12.976416,77.600956,38,37,0,0,1,0,0,0.09414725836299367,32.949999999999996,,32,0.03670642720014807,2.736107678573065,0.0,9.233610341643582,0.0,0.0,0.0,0.0
T00051,D04,V04,2026-08-01,12:16:00,12:54:00,38,12.83,15.3,29.1,12.914721,77.638116,12.911644,77.539791,38,32,0,0,1,2,2,0.0936100022548553,26.424999999999997,,21,0.049944578681654014,3.196576293474004,0.0,7.79423226812159,15.58846453624318,15.58846453624318,0.0,0.0
T00052,D04,V04,2026-08-03,10:19:00,10:40:00,21,7.47,18.6,34.8,12.914468,77.639157,12.942421,77.596725,21,19,0,0,1,3,0,0.11329463270460102,30.4,,14,0.03384709275508419,4.3025540096845605,0.0,13.386880856760374,40.16064257028113,0.0,0.0,0.0
T00053,D04,V04,2026-08-04,15:39:00,16:08:00,29,13.9,19.4,40.6,12.911909,77.648897,12.992169,77.651553,29,27,0,0,1,2,0,0.10791016149218544,34.08,,22,0.035861262867217775,2.9850385106352255,0.0,7.194244604316546,14.388489208633093,0.0,0.0,0.0
T00054,D04,V04,2026-08-01,09:29:00,10:09:00,40,17.54,29.7,50.6,12.918995,77.63258,12.807225,77.668889,40,37,3,0,0,4,0,0.09676499707535087,46.31999999999999,,23,0.02683734973810554,2.8241458885829536,17.103762827822123,0.0,22.80501710376283,0.0,0.0,0.08108108108108109
T00055,D04,V04,2026-08-02,14:00:00,14:28:00,28,13.16,28.1,48.8,12.908491,77.641335,12.956207,77.709868,28,26,3,0,1,2,0,0.11212858389254372,45.254999999999995,,17,0.038269487478791706,3.8289424127296563,22.796352583586625,7.598784194528875,15.19756838905775,0.0,0.0,0.11538461538461539
T00056,D04,V04,2026-08-04,14:47:00,15:14:00,27,11.73,16.0,32.5,12.916624,77.630694,12.969421,77.567078,27,25,0,0,0,2,0,0.0785766361828931,29.27,,14,0.027327035570934577,2.3203344215180883,0.0,0.0,17.050298380221655,0.0,0.0,0.0
T00057,D04,V04,2026-07-31,11:34:00,12:03:00,29,16.38,28.4,40.0,12.915647,77.645074,12.861201,77.558658,29,27,0,0,1,0,0,0.11749295686788297,38.86,,19,0.04310807366970387,3.401617262420921,0.0,6.1050061050061055,0.0,0.0,0.0,0.0
T00058,D04,V04,2026-08-02,07:43:00,08:03:00,20,9.66,25.4,43.6,12.920892,77.645038,12.888109,77.696147,20,19,1,0,1,2,1,0.10075429554843177,37.330000000000005,,14,0.032347827254879384,3.4325179307506897,10.351966873706003,10.351966873706003,20.703933747412005,10.351966873706003,0.0,0.05263157894736842
T00059,D04,V04,2026-08-03,17:10:00,17:42:00,32,18.54,26.9,36.5,12.903764,77.648834,12.804023,77.618057,32,30,0,0,1,3,0,0.08974173870743354,35.68,,27,0.03366191381544938,4.097316194779212,0.0,5.393743257820928,16.181229773462785,0.0,0.0,0.0
T00060,D04,V04,2026-07-31,19:45:00,20:16:00,31,9.64,20.2,45.7,12.92462,77.639536,12.879808,77.599324,31,27,1,0,0,2,0,0.07422945662125573,33.9,,20,0.025508025349348845,3.2147214227115963,10.373443983402488,0.0,20.746887966804977,0.0,0.0,0.037037037037037035
T00061,D05,V05,2026-08-05,12:32:00,13:14:00,42,19.04,33.1,47.8,12.984144,77.557374,12.915988,77.666649,42,41,1,0,0,1,1,0.07737452527187454,39.2,,28,0.025028747450466828,2.52068874433858,5.2521008403361344,0.0,5.2521008403361344,5.2521008403361344,0.0,0.024390243902439025
T00062,D05,V05,2026-08-04,14:07:00,14:48:00,41,33.4,23.4,34.1,12.991789,77.537085,12.991341,77.342497,41,41,0,0,0,2,0,0.0733815439063141,30.0,,40,0.03562794793663402,3.012158030810266,0.0,0.0,5.9880239520958085,0.0,0.0,0.0
T00063,D05,V05,2026-08-01,14:13:00,14:58:00,45,28.5,18.7,30.0,12.97516,77.565401,12.792549,77.555381,45,42,0,0,0,1,0,0.07574512890251896,27.38,,38,0.029184110221347762,3.1158595391347452,0.0,0.0,3.508771929824561,0.0,0.0,0.0
T00064,D05,V05,2026-08-01,15:34:00,16:00:00,26,17.15,31.7,42.0,12.993866,77.562069,13.073685,77.624457,26,26,0,0,3,2,1,0.13250558679410265,38.75,,20,0.04789720169844166,2.7171403936074814,0.0,17.49271137026239,11.661807580174928,5.830903790087464,0.0,0.0
T00065,D05,V05,2026-08-04,17:30:00,18:14:00,44,15.93,26.5,37.5,12.989941,77.554711,12.896849,77.611197,44,41,0,0,0,2,1,0.07147643822927885,35.585,,34,0.022492417642128573,3.200727201162038,0.0,0.0,12.554927809165099,6.277463904582549,0.0,0.0
T00066,D05,V05,2026-08-06,14:14:00,14:36:00,22,14.07,22.1,30.8,12.986686,77.550906,12.984215,77.648928,22,21,0,0,0,0,0,0.06221424372156937,29.97,,19,0.028424196392087035,2.962296406506277,0.0,0.0,0.0,0.0,0.0,0.0
T00067,D05,V05,2026-08-05,12:38:00,13:19:00,41,12.07,24.1,33.0,12.983506,77.562731,12.990538,77.647425,41,37,0,0,1,1,0,0.09392775268497688,31.6,,37,0.035810583069511355,3.5577942604934307,0.0,8.285004142502071,8.285004142502071,0.0,0.0,0.0
T00068,D05,V05,2026-08-01,10:14:00,10:41:00,27,9.12,23.8,34.5,12.989916,77.555536,12.946948,77.518915,27,24,0,0,0,1,0,0.06775882726883695,33.22,,23,0.02479935474318605,2.8017316074170986,0.0,0.0,10.964912280701755,0.0,0.0,0.0
T00069,D05,V05,2026-08-02,10:27:00,10:54:00,27,19.08,19.2,24.7,12.997166,77.565687,13.090741,77.623785,27,27,0,0,0,0,1,0.059053789863413926,24.27,,24,0.05623254376872957,2.85234013139026,0.0,0.0,0.0,5.241090146750524,0.0,0.0
T00070,D05,V05,2026-08-05,10:07:00,10:46:00,39,19.7,20.5,29.7,13.002779,77.562167,13.108974,77.461605,39,36,0,0,0,2,2,0.0729345227548617,27.32,,35,0.06516897336937329,4.014648178857022,0.0,0.0,10.152284263959391,10.152284263959391,0.0,0.0
T00071,D05,V05,2026-08-01,09:34:00,10:01:00,27,10.77,18.4,25.2,12.997429,77.550276,13.017768,77.488565,27,26,0,0,0,1,2,0.07448419276695092,24.63,,20,0.04970488679653448,2.7608798177685694,0.0,0.0,9.285051067780874,18.570102135561747,0.0,0.0
T00072,D05,V05,2026-08-03,14:34:00,15:00:00,26,19.89,17.9,25.7,12.975241,77.552537,12.942003,77.665367,26,26,0,0,0,1,1,0.07077251599015905,23.55,,18,0.051326987068580285,2.912874187187066,0.0,0.0,5.027652086475616,5.027652086475616,0.0,0.0
T00073,D05,V05,2026-08-04,10:36:00,10:58:00,22,13.51,19.3,25.9,12.982206,77.565233,12.994735,77.657399,22,22,0,0,0,1,0,0.0811480499755049,24.595000000000002,,19,0.03403203472083271,2.8392252464360768,0.0,0.0,7.401924500370097,0.0,0.0,0.0
T00074,D05,V05,2026-08-06,15:23:00,15:35:00,12,7.0,26.6,35.0,13.010099,77.554402,13.049137,77.546174,12,11,0,0,0,1,0,0.06709405113237295,33.68,,11,0.02485500600159818,3.2091431878306707,0.0,0.0,14.285714285714285,0.0,0.0,0.0
T00075,D05,V05,2026-08-05,13:50:00,14:31:00,41,19.37,20.0,30.2,13.003878,77.565291,13.086413,77.449866,41,38,0,0,0,1,1,0.07492682454589875,26.2,,37,0.03812420175350211,3.592937516851636,0.0,0.0,5.162622612287041,5.162622612287041,0.0,0.0
T00076,D06,V06,2026-08-04,19:27:00,19:46:00,19,9.64,21.8,52.7,12.842302,77.660492,12.797065,77.693597,19,15,1,1,2,2,0,0.1124732195134144,38.83999999999997,,10,0.037865149594676406,3.376165458423652,10.373443983402488,20.746887966804977,20.746887966804977,0.0,10.373443983402488,0.06666666666666667
T00077,D06,V06,2026-08-01,12:52:00,13:30:00,38,14.71,23.0,51.3,12.855131,77.665296,12.837175,77.760075,38,33,4,0,4,1,0,0.13011004321727837,44.50999999999999,,18,0.041032030184848224,2.718574445660302,27.192386131883072,27.192386131883072,6.798096532970768,0.0,0.0,0.12121212121212122
T00078,D06,V06,2026-08-05,08:36:00,09:06:00,30,16.2,28.4,70.0,12.847949,77.654515,12.760488,77.709523,30,28,3,3,3,1,0,0.13239113933338412,62.12499999999998,,13,0.05593440812177008,3.3582584772468005,18.51851851851852,18.51851851851852,6.17283950617284,0.0,18.51851851851852,0.10714285714285714
T00079,D06,V06,2026-08-03,21:52:00,22:08:00,16,10.56,26.1,58.1,12.841878,77.666515,12.888256,77.696051,16,14,2,1,2,1,0,0.15489600585828806,50.375,,11,0.06917990558180488,2.862953020920881,18.939393939393938,18.939393939393938,9.469696969696969,0.0,9.469696969696969,0.14285714285714285
T00080,D06,V06,2026-08-02,12:14:00,12:54:00,40,3.39,17.7,54.4,12.845772,77.661596,12.831244,77.673541,40,28,2,1,4,4,0,0.14671759895653408,38.09499999999998,,18,0.049913139593235484,2.913765274825929,58.99705014749262,117.99410029498524,117.99410029498524,0.0,29.49852507374631,0.07142857142857142
T00081,D06,V06,2026-07-31,20:44:00,21:20:00,36,12.28,25.7,58.3,12.854546,77.655246,12.852115,77.576725,36,30,6,2,3,2,0,0.1615348533941916,48.025,,17,0.04013066803441343,3.917065227948087,48.8599348534202,24.4299674267101,16.286644951140065,0.0,16.286644951140065,0.2
T00082,D06,V06,2026-08-04,11:07:00,11:50:00,43,13.82,24.9,55.3,12.843342,77.661513,12.915514,77.595901,43,37,5,1,5,4,0,0.15399588311692258,45.97,,19,0.050177775747208456,2.897913042173626,36.1794500723589,36.1794500723589,28.94356005788712,0.0,7.23589001447178,0.13513513513513514
T00083,D06,V06,2026-08-05,11:20:00,11:56:00,36,17.44,23.3,48.7,12.836062,77.655783,12.79763,77.780427,36,33,4,0,1,3,0,0.12262343257585741,45.7,,19,0.03416113541520028,3.833614482443429,22.93577981651376,5.73394495412844,17.201834862385322,0.0,0.0,0.12121212121212122
T00084,D06,V06,2026-08-06,21:37:00,22:17:00,40,10.42,24.3,48.2,12.836198,77.669301,12.884194,77.69862,40,35,3,0,1,0,2,0.12263198060812175,43.69,,21,0.0423845373509884,3.5461810444476747,28.79078694817658,9.596928982725528,0.0,19.193857965451055,0.0,0.08571428571428572
T00085,D06,V06,2026-08-03,07:11:00,07:31:00,20,11.43,25.4,49.3,12.847721,77.671209,12.884424,77.734127,20,18,1,0,0,3,0,0.11886687786856473,40.65500000000001,,12,0.028337056688419526,3.381962980195644,8.748906386701663,0.0,26.246719160104988,0.0,0.0,0.05555555555555555
T00086,D06,V06,2026-08-04,11:34:00,11:56:00,22,12.86,36.4,61.3,12.862148,77.654492,12.922864,77.58018,22,21,10,3,0,1,1,0.14318013140587496,57.59,,6,0.06787528323326204,2.9124023230844056,77.76049766718506,0.0,7.776049766718507,7.776049766718507,23.32814930015552,0.47619047619047616
T00087,D06,V06,2026-08-05,19:10:00,19:46:00,36,17.77,25.5,49.6,12.86741,77.655211,12.989774,77.626487,36,33,3,0,2,3,0,0.15000876205662034,46.175000000000004,,15,0.037122618556129625,3.459971098145185,16.882386043894204,11.254924029262803,16.882386043894204,0.0,0.0,0.09090909090909091
T00088,D06,V06,2026-08-01,07:10:00,07:52:00,42,18.52,27.9,73.6,12.842659,77.660384,12.89142,77.565536,42,35,8,2,5,3,0,0.19207843390810678,51.54999999999999,,15,0.08127747103497329,3.3780763756907572,43.196544276457885,26.997840172786177,16.19870410367171,0.0,10.799136069114471,0.22857142857142856
T00089,D06,V06,2026-08-06,07:53:00,08:31:00,38,17.55,35.8,63.4,12.844411,77.656227,12.951768,77.581461,38,35,15,6,4,1,1,0.16420558265269183,60.089999999999996,,11,0.050980069448796524,3.350104475982801,85.47008547008546,22.79202279202279,5.698005698005698,5.698005698005698,34.18803418803419,0.42857142857142855
