Vehicle_ID,Vehicle_Type,Make,Model,Manufacture_Year,Registration_Date,Odometer_KM_Start_of_Week,Last_Service_Date,trips,km,drivers,z_bump_per_100km,cruise_minutes,cruise_vibration_g,cruise_gyro_dps,cruise_z_dev,cruise_bump_rate,vehicle_age_years,days_since_service,rk_service,rk_odo,rk_age,rk_vib,rk_gyro,rk_bump,maintenance_risk,health_score,health_band,top_contributor,p33_risk,p67_risk,why
V16,Two-Wheeler (Scooter/Motorcycle),TVS,Raider,2023,2023-10-16,22089,2026-06-30,15,231.92,1,15.554294490316547,380,0.045690145954473016,3.3045397087274955,0.04142105263157895,0.06578947368421052,3,37,70.0,73.33333333333333,36.666666666666664,53.333333333333336,90.0,70.0,65.33333333333333,34.66666666666667,Needs Attention,median cruise gyro magnitude,36.02222222222222,65.43333333333334,"V16 (TVS Raider, 2023) health 34.7/100 → Needs Attention. Bands are fleet tertiles of maintenance risk (Healthy if risk ≤ 36.0, Maintenance Required if risk > 65.4). Largest contributor: median cruise gyro magnitude. Odometer 22089 km; 37 days since service (2026-06-30); cruise vibration 0.0457 g; cruise gyro 3.30 deg/s; vertical bumps 15.55/100 km; 1 driver(s) this week."
V26,Two-Wheeler (Scooter/Motorcycle),Bajaj,Pulsar,2024,2024-04-22,22871,2026-06-28,13,176.20999999999998,1,16.16751469186139,287,0.05031695565032479,2.9948956576148027,0.04732752613240417,0.08013937282229965,2,39,73.33333333333333,86.66666666666667,23.333333333333332,63.33333333333333,10.0,76.66666666666667,60.4,39.6,Needs Attention,odometer at week start,36.02222222222222,65.43333333333334,"V26 (Bajaj Pulsar, 2024) health 39.6/100 → Needs Attention. Bands are fleet tertiles of maintenance risk (Healthy if risk ≤ 36.0, Maintenance Required if risk > 65.4). Largest contributor: odometer at week start. Odometer 22871 km; 39 days since service (2026-06-28); cruise vibration 0.0503 g; cruise gyro 2.99 deg/s; vertical bumps 16.17/100 km; 1 driver(s) this week."
V28,Two-Wheeler (Scooter/Motorcycle),Ola,S1,2023,2023-04-12,17021,2026-06-23,16,221.82,2,11.406605370985162,349,0.04185084761710907,3.2270574832190397,0.04139541547277937,0.054441260744985676,3,44,76.66666666666667,60.0,36.666666666666664,46.666666666666664,66.66666666666666,60.0,58.73333333333333,41.26666666666667,Needs Attention,days since last service,36.02222222222222,65.43333333333334,"V28 (Ola S1, 2023) health 41.3/100 → Needs Attention. Bands are fleet tertiles of maintenance risk (Healthy if risk ≤ 36.0, Maintenance Required if risk > 65.4). Largest contributor: days since last service. Odometer 17021 km; 44 days since service (2026-06-23); cruise vibration 0.0419 g; cruise gyro 3.23 deg/s; vertical bumps 11.41/100 km; 2 driver(s) this week."
V03,Two-Wheeler (Scooter/Motorcycle),Yamaha,Ray ZR,2022,2022-11-07,14883,2026-07-08,16,213.43,2,1.6550838755876205,261,0.04585405411671725,3.205963193799954,0.024348659003831413,0.0038314176245210726,4,29,55.00000000000001,56.666666666666664,50.0,56.666666666666664,63.33333333333333,6.666666666666667,49.3,50.7,Needs Attention,median cruise gyro magnitude,36.02222222222222,65.43333333333334,"V03 (Yamaha Ray ZR, 2022) health 50.7/100 → Needs Attention. Bands are fleet tertiles of maintenance risk (Healthy if risk ≤ 36.0, Maintenance Required if risk > 65.4). Largest contributor: median cruise gyro magnitude. Odometer 14883 km; 29 days since service (2026-07-08); cruise vibration 0.0459 g; cruise gyro 3.21 deg/s; vertical bumps 1.66/100 km; 2 driver(s) this week."
V18,Two-Wheeler (Scooter/Motorcycle),Ola,S1,2019,2019-06-04,9158,2026-07-08,15,193.75,1,2.923312132763542,356,0.034338302035483916,3.20105683700539,0.030176966292134823,0.014044943820224719,7,29,55.00000000000001,30.0,96.66666666666667,13.333333333333334,60.0,33.33333333333333,43.9,56.1,Needs Attention,vehicle age (years),36.02222222222222,65.43333333333334,"V18 (Ola S1, 2019) health 56.1/100 → Needs Attention. Bands are fleet tertiles of maintenance risk (Healthy if risk ≤ 36.0, Maintenance Required if risk > 65.4). Largest contributor: vehicle age (years). Odometer 9158 km; 29 days since service (2026-07-08); cruise vibration 0.0343 g; cruise gyro 3.20 deg/s; vertical bumps 2.92/100 km; 1 driver(s) this week."
V27,Two-Wheeler (Scooter/Motorcycle),Bajaj,Pulsar,2022,2022-10-17,14098,2026-07-10,15,169.88,1,4.019141207890801,269,0.04007734518623441,3.139251503145296,0.03277695167286244,0.01486988847583643,4,27,45.0,46.666666666666664,50.0,36.666666666666664,43.333333333333336,43.333333333333336,43.63333333333333,56.36666666666667,Needs Attention,vehicle age (years),36.02222222222222,65.43333333333334,"V27 (Bajaj Pulsar, 2022) health 56.4/100 → Needs Attention. Bands are fleet tertiles of maintenance risk (Healthy if risk ≤ 36.0, Maintenance Required if risk > 65.4). Largest contributor: vehicle age (years). Odometer 14098 km; 27 days since service (2026-07-10); cruise vibration 0.0401 g; cruise gyro 3.14 deg/s; vertical bumps 4.02/100 km; 1 driver(s) this week."
V08,Two-Wheeler (Scooter/Motorcycle),Hero,Splendor,2021,2021-11-03,11444,2026-07-12,15,214.18,1,5.277378710881988,329,0.04031461520729994,3.011345214351885,0.03241641337386018,0.02127659574468085,5,25,38.333333333333336,43.333333333333336,66.66666666666666,40.0,13.333333333333334,53.333333333333336,42.1,57.9,Needs Attention,vehicle age (years),36.02222222222222,65.43333333333334,"V08 (Hero Splendor, 2021) health 57.9/100 → Needs Attention. Bands are fleet tertiles of maintenance risk (Healthy if risk ≤ 36.0, Maintenance Required if risk > 65.4). Largest contributor: vehicle age (years). Odometer 11444 km; 25 days since service (2026-07-12); cruise vibration 0.0403 g; cruise gyro 3.01 deg/s; vertical bumps 5.28/100 km; 1 driver(s) this week."
V14,Two-Wheeler (Scooter/Motorcycle),TVS,Raider,2019,2019-03-07,5270,2026-07-26,16,172.88,2,5.717139060292317,210,0.05581327877523492,2.881562662188096,0.033871428571428566,0.01904761904761905,7,11,5.0,16.666666666666664,96.66666666666667,76.66666666666667,3.3333333333333335,56.666666666666664,40.89999999999999,59.10000000000001,Needs Attention,vehicle age (years),36.02222222222222,65.43333333333334,"V14 (TVS Raider, 2019) health 59.1/100 → Needs Attention. Bands are fleet tertiles of maintenance risk (Healthy if risk ≤ 36.0, Maintenance Required if risk > 65.4). Largest contributor: vehicle age (years). Odometer 5270 km; 11 days since service (2026-07-26); cruise vibration 0.0558 g; cruise gyro 2.88 deg/s; vertical bumps 5.72/100 km; 2 driver(s) this week."
V29,Two-Wheeler (Scooter/Motorcycle),TVS,Raider,2021,2021-02-18,14495,2026-07-10,9,143.29,2,3.9453193268411675,218,0.034927463802786454,2.9375620026512523,0.03047247706422017,0.01834862385321101,5,27,45.0,53.333333333333336,66.66666666666666,20.0,6.666666666666667,40.0,38.3,61.7,Needs Attention,vehicle age (years),36.02222222222222,65.43333333333334,"V29 (TVS Raider, 2021) health 61.7/100 → Needs Attention. Bands are fleet tertiles of maintenance risk (Healthy if risk ≤ 36.0, Maintenance Required if risk > 65.4). Largest contributor: vehicle age (years). Odometer 14495 km; 27 days since service (2026-07-10); cruise vibration 0.0349 g; cruise gyro 2.94 deg/s; vertical bumps 3.95/100 km; 2 driver(s) this week."
V06,Two-Wheeler (Scooter/Motorcycle),Ola,S1,2025,2025-03-25,3065,2026-07-18,16,237.18,2,2.041744589385954,244,0.04617353910365556,3.3126948025386413,0.028258196721311465,0.004098360655737705,1,19,23.333333333333332,10.0,10.0,60.0,96.66666666666667,23.333333333333332,36.199999999999996,63.800000000000004,Needs Attention,median cruise gyro magnitude,36.02222222222222,65.43333333333334,"V06 (Ola S1, 2025) health 63.8/100 → Needs Attention. Bands are fleet tertiles of maintenance risk (Healthy if risk ≤ 36.0, Maintenance Required if risk > 65.4). Largest contributor: median cruise gyro magnitude. Odometer 3065 km; 19 days since service (2026-07-18); cruise vibration 0.0462 g; cruise gyro 3.31 deg/s; vertical bumps 2.04/100 km; 2 driver(s) this week."
V11,Two-Wheeler (Scooter/Motorcycle),Suzuki,Access,2020,2020-05-17,11219,2026-07-09,15,197.43,1,1.9179321554489863,303,0.03118857557791911,3.1316130029108002,0.02882508250825082,0.009900990099009901,6,28,50.0,36.666666666666664,85.0,3.3333333333333335,40.0,16.666666666666664,35.66666666666667,64.33333333333333,Healthy,vehicle age (years),36.02222222222222,65.43333333333334,"V11 (Suzuki Access, 2020) health 64.3/100 → Healthy. Bands are fleet tertiles of maintenance risk (Healthy if risk ≤ 36.0, Maintenance Required if risk > 65.4). Largest contributor: vehicle age (years). Odometer 11219 km; 28 days since service (2026-07-09); cruise vibration 0.0312 g; cruise gyro 3.13 deg/s; vertical bumps 1.92/100 km; 1 driver(s) this week."
V20,Two-Wheeler (Scooter/Motorcycle),Yamaha,Ray ZR,2023,2023-04-26,8533,2026-07-23,15,189.45999999999998,1,2.328256709575345,276,0.039787268142083505,3.2548623152090808,0.027887681159420287,0.014492753623188406,3,14,16.666666666666664,26.666666666666668,36.666666666666664,33.33333333333333,76.66666666666667,26.666666666666668,33.13333333333333,66.86666666666667,Healthy,median cruise gyro magnitude,36.02222222222222,65.43333333333334,"V20 (Yamaha Ray ZR, 2023) health 66.9/100 → Healthy. Bands are fleet tertiles of maintenance risk (Healthy if risk ≤ 36.0, Maintenance Required if risk > 65.4). Largest contributor: median cruise gyro magnitude. Odometer 8533 km; 14 days since service (2026-07-23); cruise vibration 0.0398 g; cruise gyro 3.25 deg/s; vertical bumps 2.33/100 km; 1 driver(s) this week."
V04,Two-Wheeler (Scooter/Motorcycle),Honda,Activa,2020,2020-07-02,5533,2026-07-19,15,203.01,1,1.7293620939966123,321,0.03522453078709937,3.15539221016976,0.02967912772585669,0.006230529595015576,6,18,20.0,20.0,85.0,23.333333333333332,46.666666666666664,10.0,30.33333333333333,69.66666666666667,Healthy,vehicle age (years),36.02222222222222,65.43333333333334,"V04 (Honda Activa, 2020) health 69.7/100 → Healthy. Bands are fleet tertiles of maintenance risk (Healthy if risk ≤ 36.0, Maintenance Required if risk > 65.4). Largest contributor: vehicle age (years). Odometer 5533 km; 18 days since service (2026-07-19); cruise vibration 0.0352 g; cruise gyro 3.16 deg/s; vertical bumps 1.73/100 km; 1 driver(s) this week."
V09,Two-Wheeler (Scooter/Motorcycle),Hero,Splendor,2020,2020-01-26,14294,2026-07-24,17,267.28,3,1.7837518193018969,369,0.032737589044300505,3.0805518986051834,0.029701897018970188,0.013550135501355014,6,13,11.666666666666666,50.0,85.0,6.666666666666667,30.0,13.333333333333334,28.700000000000003,71.3,Healthy,vehicle age (years),36.02222222222222,65.43333333333334,"V09 (Hero Splendor, 2020) health 71.3/100 → Healthy. Bands are fleet tertiles of maintenance risk (Healthy if risk ≤ 36.0, Maintenance Required if risk > 65.4). Largest contributor: vehicle age (years). Odometer 14294 km; 13 days since service (2026-07-24); cruise vibration 0.0327 g; cruise gyro 3.08 deg/s; vertical bumps 1.78/100 km; 3 driver(s) this week."
V17,Two-Wheeler (Scooter/Motorcycle),Ola,S1,2024,2024-01-20,2639,2026-07-13,15,225.58,1,2.384506319219716,304,0.04335421638335057,3.0568936908039204,0.03180921052631578,0.01644736842105263,2,24,33.33333333333333,3.3333333333333335,23.333333333333332,50.0,20.0,30.0,28.33333333333333,71.66666666666667,Healthy,cruise |accel magnitude - 1 g|,36.02222222222222,65.43333333333334,"V17 (Ola S1, 2024) health 71.7/100 → Healthy. Bands are fleet tertiles of maintenance risk (Healthy if risk ≤ 36.0, Maintenance Required if risk > 65.4). Largest contributor: cruise |accel magnitude - 1 g|. Odometer 2639 km; 24 days since service (2026-07-13); cruise vibration 0.0434 g; cruise gyro 3.06 deg/s; vertical bumps 2.38/100 km; 1 driver(s) this week."
V22,Two-Wheeler (Scooter/Motorcycle),Honda,Activa,2023,2023-11-03,11264,2026-07-26,15,204.19,1,4.396314566311163,379,0.032829396856914585,3.1626887295464283,0.0303641160949868,0.023746701846965697,3,11,5.0,40.0,36.666666666666664,10.0,53.333333333333336,50.0,28.299999999999997,71.7,Healthy,median cruise gyro magnitude,36.02222222222222,65.43333333333334,"V22 (Honda Activa, 2023) health 71.7/100 → Healthy. Bands are fleet tertiles of maintenance risk (Healthy if risk ≤ 36.0, Maintenance Required if risk > 65.4). Largest contributor: median cruise gyro magnitude. Odometer 11264 km; 11 days since service (2026-07-26); cruise vibration 0.0328 g; cruise gyro 3.16 deg/s; vertical bumps 4.40/100 km; 1 driver(s) this week."
V21,Two-Wheeler (Scooter/Motorcycle),TVS,Raider,2025,2025-06-01,9558,2026-07-17,14,196.96,2,3.342006527919523,293,0.03749019490976546,3.0867458593152755,0.030665529010238907,0.017064846416382253,1,20,26.666666666666668,33.33333333333333,10.0,26.666666666666668,33.33333333333333,36.666666666666664,28.066666666666666,71.93333333333334,Healthy,vertical bump events / 100 km,36.02222222222222,65.43333333333334,"V21 (TVS Raider, 2025) health 71.9/100 → Healthy. Bands are fleet tertiles of maintenance risk (Healthy if risk ≤ 36.0, Maintenance Required if risk > 65.4). Largest contributor: vertical bump events / 100 km. Odometer 9558 km; 20 days since service (2026-07-17); cruise vibration 0.0375 g; cruise gyro 3.09 deg/s; vertical bumps 3.34/100 km; 2 driver(s) this week."
V30,Two-Wheeler (Scooter/Motorcycle),Bajaj,Pulsar,2022,2022-07-07,5127,2026-07-24,13,205.22,1,1.9781128432131985,260,0.04139354346515839,3.126835458356456,0.03391153846153846,0.015384615384615385,4,13,11.666666666666666,13.333333333333334,50.0,43.333333333333336,36.666666666666664,20.0,27.7,72.3,Healthy,vehicle age (years),36.02222222222222,65.43333333333334,"V30 (Bajaj Pulsar, 2022) health 72.3/100 → Healthy. Bands are fleet tertiles of maintenance risk (Healthy if risk ≤ 36.0, Maintenance Required if risk > 65.4). Largest contributor: vehicle age (years). Odometer 5127 km; 13 days since service (2026-07-24); cruise vibration 0.0414 g; cruise gyro 3.13 deg/s; vertical bumps 1.98/100 km; 1 driver(s) this week."
V05,Two-Wheeler (Scooter/Motorcycle),TVS,Raider,2025,2025-02-25,2727,2026-07-12,15,258.6,1,4.100947985336031,403,0.037896103088192044,3.0702605752606735,0.036315136476426785,0.02481389578163772,1,25,38.333333333333336,6.666666666666667,10.0,30.0,26.666666666666668,46.666666666666664,27.166666666666664,72.83333333333334,Healthy,vertical bump events / 100 km,36.02222222222222,65.43333333333334,"V05 (TVS Raider, 2025) health 72.8/100 → Healthy. Bands are fleet tertiles of maintenance risk (Healthy if risk ≤ 36.0, Maintenance Required if risk > 65.4). Largest contributor: vertical bump events / 100 km. Odometer 2727 km; 25 days since service (2026-07-12); cruise vibration 0.0379 g; cruise gyro 3.07 deg/s; vertical bumps 4.10/100 km; 1 driver(s) this week."
V07,Two-Wheeler (Scooter/Motorcycle),Hero,Splendor,2021,2021-01-21,6030,2026-07-14,15,217.02,1,1.316507169136329,280,0.03483893766031245,3.057621534199571,0.02897499999999999,0.007142857142857143,5,23,30.0,23.333333333333332,66.66666666666666,16.666666666666664,23.333333333333332,3.3333333333333335,25.733333333333327,74.26666666666668,Healthy,vehicle age (years),36.02222222222222,65.43333333333334,"V07 (Hero Splendor, 2021) health 74.3/100 → Healthy. Bands are fleet tertiles of maintenance risk (Healthy if risk ≤ 36.0, Maintenance Required if risk > 65.4). Largest contributor: vehicle age (years). Odometer 6030 km; 23 days since service (2026-07-14); cruise vibration 0.0348 g; cruise gyro 3.06 deg/s; vertical bumps 1.32/100 km; 1 driver(s) this week."
